# 242Pu total cross section. 
# Source: ENDF/B-VIII.0

# E / MeV	CS / barn
770.23	13.9994
770.285	13.985
770.502	13.9274
770.774	13.8553
770.883	13.8265
771.114	13.7654
771.454	13.6755
771.482	13.6683
771.794	13.5857
772.08	13.5103
772.134	13.4959
772.474	13.4062
772.515	13.3955
772.733	13.3403
772.814	13.3196
772.95	13.2852
773.154	13.2336
773.494	13.1475
773.504	13.145
773.887	13.0481
774.058	13.005
774.281	12.9488
774.612	12.8651
774.674	12.8495
775.067	12.7503
775.166	12.7254
775.46	12.6512
775.72	12.5858
775.853	12.5522
776.246	12.4532
776.298	12.4402
776.339	12.43
776.639	12.3462
776.889	12.2767
777.201	12.19
777.283	12.1671
777.575	12.086
777.677	12.0576
777.871	12.0037
777.949	11.9792
778.071	11.9408
778.136	11.9203
778.465	11.8169
778.512	11.802
778.858	11.6932
778.888	11.6838
779.223	11.579
779.264	11.5659
779.411	11.5201
779.557	11.4666
779.641	11.4361
779.891	11.3447
780.017	11.299
780.226	11.2229
780.393	11.1621
780.56	11.1014
780.57	11.0976
780.675	11.054
780.894	10.9625
780.957	10.9364
781.229	10.8234
781.26	10.8104
781.343	10.7757
781.479	10.7108
781.49	10.7058
781.72	10.5963
781.73	10.5913
781.949	10.4869
781.949	10.4869
782.169	10.3828
782.179	10.3771
782.388	10.262
782.409	10.2505
782.608	10.1414
782.639	10.1242
782.827	10.0212
782.869	9.99449
783.046	9.88096
783.067	9.86765
783.234	9.76114
783.266	9.74118
783.402	9.65498
783.485	9.60195
783.569	9.54032
783.705	9.4402
783.736	9.41718
783.851	9.3328
783.903	9.29457
783.955	9.25635
783.997	9.22093
784.07	9.15914
784.143	9.09736
784.196	9.0534
784.29	8.9743
784.321	8.94805
784.425	8.86056
784.436	8.85032
784.478	8.80951
784.582	8.70751
784.582	8.70751
784.687	8.60602
784.708	8.58573
784.791	8.50502
784.843	8.45459
784.864	8.43122
784.896	8.39634
784.969	8.315
785	8.28031
785.073	8.19939
785.105	8.1649
785.157	8.10744
785.178	8.08095
785.199	8.05459
785.282	7.94922
785.282	7.94922
785.366	7.84456
785.387	7.8184
785.449	7.74052
785.47	7.71457
785.491	7.68507
785.533	7.62645
785.575	7.56787
785.617	7.50969
785.658	7.45154
785.669	7.43712
785.7	7.38897
785.742	7.32479
785.784	7.26114
785.825	7.19753
785.857	7.15028
785.859	7.14587
785.909	7.06215
785.927	7.03161
785.993	6.92262
785.995	6.91831
786.045	6.8365
786.063	6.80243
786.076	6.77811
786.131	6.67723
786.16	6.62444
786.199	6.55333
786.217	6.52018
786.233	6.4921
786.267	6.42364
786.275	6.40785
786.332	6.29352
786.335	6.2884
786.379	6.20142
786.39	6.17856
786.395	6.1673
786.447	6.05487
786.447	6.05486
786.499	5.94463
786.505	5.93362
786.536	5.86909
786.552	5.83324
786.562	5.80939
786.591	5.74523
786.605	5.71321
786.63	5.65915
786.646	5.62507
786.669	5.57532
786.685	5.54223
786.693	5.52622
786.708	5.49318
786.724	5.46023
786.747	5.41277
786.763	5.38123
786.787	5.33634
786.802	5.30652
786.818	5.27833
786.828	5.25961
786.849	5.22421
786.849	5.22421
786.854	5.217
786.881	5.18392
786.881	5.18392
786.907	5.15456
786.912	5.14948
786.928	5.13444
786.933	5.13204
786.933	5.13204
786.954	5.12638
786.959	5.12502
786.975	5.12421
786.98	5.12401
786.985	5.12689
786.996	5.13483
787.005	5.14192
787.016	5.15342
787.019	5.15602
787.024	5.16502
787.037	5.19073
787.047	5.20889
787.058	5.23537
787.058	5.23537
787.065	5.25396
787.068	5.26413
787.079	5.3049
787.083	5.31938
787.097	5.37677
787.1	5.38962
787.101	5.39608
787.12	5.49259
787.121	5.49996
787.124	5.51478
787.138	5.61141
787.138	5.61141
787.15	5.69555
787.155	5.73888
787.156	5.74976
787.171	5.88149
787.172	5.88809
787.175	5.91452
787.189	6.06696
787.193	6.10868
787.197	6.15252
787.206	6.26725
787.211	6.33299
787.214	6.36743
787.223	6.49917
787.229	6.59354
787.231	6.61326
787.24	6.7638
787.248	6.89317
787.248	6.89318
787.257	7.06438
787.265	7.21152
787.266	7.23821
787.274	7.40445
787.282	7.5711
787.284	7.63139
787.291	7.78772
787.299	7.97576
787.302	8.07758
787.308	8.21824
787.315	8.42968
787.321	8.58197
787.325	8.69999
787.333	8.93654
787.337	9.08533
787.342	9.23837
787.349	9.50124
787.351	9.57199
787.359	9.83806
787.366	10.1047
787.366	10.1296
787.376	10.5034
787.38	10.6908
787.383	10.8279
787.393	11.2397
787.395	11.3282
787.4	11.5999
787.409	12.0203
787.412	12.1858
787.417	12.4511
787.423	12.7704
787.432	13.242
787.434	13.3873
787.438	13.581
787.45	14.3331
787.451	14.4171
787.452	14.4592
787.466	15.3622
787.466	15.4078
787.471	15.7335
787.481	16.4329
787.481	16.4805
787.491	17.1857
787.495	17.539
787.497	17.6935
787.509	18.7276
787.51	18.7831
787.513	19.0056
787.524	20.0036
787.528	20.4245
787.53	20.5513
787.544	21.9485
787.545	22.0823
787.549	22.4944
787.56	23.5952
787.566	24.247
787.569	24.6175
787.575	25.3596
787.583	26.2954
787.588	26.9324
787.591	27.2513
787.601	28.5092
787.602	28.5946
787.608	29.4513
787.618	30.8995
787.622	31.4531
787.628	32.1924
787.636	33.4645
787.643	34.5609
787.647	35.1599
787.654	36.2148
787.664	37.9384
787.667	38.3698
787.677	40.1904
787.685	41.587
787.686	41.8202
787.701	44.5192
787.706	45.522
787.706	45.5223
787.724	49.2323
787.727	49.7734
787.73	50.3151
787.748	54.3259
787.748	54.3263
787.753	55.4965
787.769	59.1674
787.773	60.1243
787.79	64.3471
787.79	64.3472
787.797	66.3864
787.81	69.8436
787.821	72.7345
787.822	73.0962
787.834	76.4045
787.847	80.258
787.852	81.8245
787.861	84.5698
787.878	89.9176
787.882	90.9629
787.89	93.6839
787.911	100.698
787.919	103.26
787.921	104.263
787.953	115.465
787.958	117.17
787.961	118.357
787.995	131.514
788.003	134.393
788.015	139.387
788.044	151.049
788.099	173.392
788.145	192.259
788.161	199.113
788.195	212.654
788.203	215.922
788.207	217.528
788.239	229.552
788.245	231.835
788.249	233.321
788.283	245.185
788.285	245.872
788.289	247.137
788.322	257.567
788.325	258.657
788.325	258.721
788.356	267.218
788.36	268.099
788.366	269.857
788.386	274.479
788.39	275.208
788.4	277.386
788.423	281.673
788.425	281.956
788.436	283.927
788.457	286.59
788.458	286.788
788.468	287.964
788.494	290.064
788.5	290.481
788.503	290.663
788.537	291.396
788.54	291.419
788.55	291.222
788.567	290.484
788.584	289.52
788.6	287.969
788.614	286.565
788.627	284.707
788.647	281.691
788.66	279.243
788.678	275.723
788.701	270.638
788.72	265.997
788.738	261.005
788.751	257.476
788.78	248.483
788.793	244.521
788.828	232.43
788.834	230.254
788.897	207.158
788.985	173.564
789.03	156.344
789.043	151.466
789.076	139.781
789.09	134.586
789.106	129.249
789.133	120.05
789.137	118.738
789.137	118.737
789.161	111.349
789.169	108.888
789.173	107.68
789.188	103.076
789.2	99.6274
789.208	97.3653
789.216	95.2271
789.221	93.8031
789.242	88.1875
789.243	87.8418
789.244	87.496
789.263	82.9156
789.264	82.5938
789.271	80.9856
789.286	77.3119
789.288	77.0107
789.297	74.905
789.306	72.9065
789.311	71.7824
789.323	69.2561
789.325	68.7249
789.334	66.8954
789.345	64.8069
789.349	64.0364
789.352	63.4308
789.365	61.132
789.37	60.1803
789.375	59.2294
789.384	57.6643
789.387	57.115
789.401	54.8106
789.404	54.3986
789.405	54.1963
789.423	51.4689
789.423	51.368
789.427	50.7733
789.44	48.922
789.443	48.552
789.455	46.9184
789.462	45.991
789.462	45.9068
789.482	43.4297
789.483	43.2673
789.498	41.6194
789.499	41.4697
789.512	39.998
789.516	39.5911
789.527	38.5247
789.533	37.8588
789.541	37.0732
789.55	36.2306
789.555	35.7575
789.567	34.694
789.57	34.4616
789.584	33.2894
789.584	33.2894
789.598	32.1387
789.601	31.9469
789.613	31.0996
789.618	30.7234
789.627	30.0762
789.635	29.5686
789.641	29.1533
789.652	28.4892
789.656	28.2445
789.669	27.4973
789.67	27.424
789.683	26.6907
789.686	26.5557
789.688	26.4231
789.703	25.6948
789.707	25.4995
789.709	25.3694
789.72	24.89
789.725	24.6544
789.735	24.1838
789.737	24.1306
789.743	23.8691
789.754	23.4513
789.762	23.1435
789.773	22.6824
789.775	22.6321
789.78	22.4538
789.793	22.0086
789.798	21.8338
789.812	21.3537
789.814	21.3108
789.816	21.2347
789.832	20.778
789.835	20.7032
789.852	20.2178
789.853	20.1811
789.853	20.1811
789.871	19.7232
789.871	19.7232
789.89	19.2733
789.891	19.2412
789.892	19.2096
789.908	18.8698
789.91	18.8133
789.926	18.4791
789.93	18.3956
789.931	18.3682
789.944	18.125
789.95	18.0278
789.963	17.7878
789.963	17.7877
789.984	17.4091
789.985	17.3843
789.989	17.3257
790.008	17.0314
790.015	16.9166
790.03	16.6836
790.036	16.5947
790.041	16.523
790.052	16.3681
790.067	16.1699
790.075	16.0661
790.088	15.8914
790.093	15.8292
790.097	15.7808
790.119	15.5224
790.12	15.5171
790.142	15.2567
790.145	15.2194
790.153	15.1349
790.172	14.9416
790.176	14.8973
790.202	14.6354
790.21	14.5552
790.218	14.4743
790.243	14.2433
790.247	14.2122
790.277	13.9436
790.292	13.8116
790.311	13.6463
790.315	13.609
790.337	13.4348
790.349	13.3414
790.382	13.0821
790.389	13.0254
790.412	12.849
790.43	12.7241
790.442	12.6371
790.47	12.4403
790.502	12.2171
790.511	12.1581
790.542	11.9436
790.562	11.8118
790.565	11.7968
790.619	11.4545
790.622	11.4305
790.673	11.1151
790.68	11.0684
790.696	10.977
790.727	10.7958
790.76	10.5997
790.79	10.4252
790.825	10.2258
790.864	10.0017
790.889	9.85513
790.901	9.79145
790.937	9.59034
790.954	9.49924
791.011	9.19114
791.019	9.14914
791.083	8.8026
791.084	8.79651
791.148	8.4599
791.158	8.40724
791.212	8.12141
791.231	8.02348
791.277	7.7876
791.305	7.64599
791.342	7.45916
791.397	7.18375
791.452	6.91363
791.48	6.78166
791.507	6.64971
791.523	6.57461
791.548	6.46384
791.562	6.40504
791.59	6.28746
791.613	6.19266
791.631	6.12417
791.645	6.07507
791.673	5.97689
791.714	5.85875
791.721	5.84039
791.728	5.8268
791.741	5.79963
791.769	5.75027
791.769	5.75027
791.794	5.73022
791.801	5.72653
791.806	5.72794
791.829	5.73504
791.833	5.73776
791.852	5.76545
791.857	5.77559
791.874	5.81641
791.875	5.82035
791.898	5.90598
791.898	5.90599
791.921	6.02774
791.922	6.03425
791.932	6.10637
791.941	6.17048
791.944	6.1894
791.955	6.28874
791.958	6.31854
791.967	6.3987
791.976	6.4946
791.989	6.65876
791.993	6.70161
792.01	6.94407
792.012	6.98057
792.027	7.22664
792.035	7.37537
792.045	7.55138
792.058	7.84618
792.062	7.92244
792.079	8.34609
792.081	8.40882
792.096	8.82887
792.104	9.07909
792.114	9.37344
792.116	9.45383
792.127	9.85558
792.127	9.85558
792.141	10.3907
792.15	10.7754
792.155	10.9727
792.169	11.6094
792.171	11.7237
792.18	12.1906
792.183	12.3073
792.192	12.8088
792.196	13.065
792.21	13.8893
792.21	13.8893
792.212	14.0366
792.224	14.7878
792.233	15.431
792.238	15.7592
792.24	15.9345
792.251	16.8109
792.254	16.9982
792.265	17.9522
792.27	18.3591
792.274	18.7661
792.279	19.1808
792.293	20.5056
792.295	20.7395
792.301	21.3345
792.304	21.6915
792.316	22.9502
792.318	23.2065
792.332	24.8388
792.332	24.8388
792.336	25.4162
792.346	26.5903
792.355	27.8832
792.357	28.1572
792.363	28.9542
792.378	31.2558
792.379	31.4372
792.394	33.7403
792.397	34.2308
792.402	35.0651
792.41	36.515
792.414	37.2551
792.425	39.2453
792.426	39.502
792.431	40.5232
792.441	42.4295
792.448	43.9094
792.45	44.3704
792.455	45.5497
792.47	48.8148
792.47	48.8693
792.472	49.3106
792.483	52.0709
792.492	54.1638
792.499	55.9304
792.5	56.166
792.512	59.6408
792.514	60.143
792.527	63.8673
792.531	64.9313
792.534	66.0066
792.549	70.5957
792.555	72.3381
792.555	72.3384
792.575	79.14
792.577	79.7968
792.582	81.7955
792.595	86.4583
792.604	89.9705
792.606	90.6813
792.612	92.8167
792.632	101.054
792.632	101.054
792.634	101.856
792.654	110.677
792.659	113.228
792.661	114.088
792.678	121.828
792.689	127.276
792.692	129.112
792.699	132.324
792.718	142.478
792.724	145.406
792.746	157.791
792.749	159.875
792.751	160.917
792.779	177.411
792.783	179.724
792.786	182.061
792.808	196.072
792.819	203.432
792.823	205.907
792.841	218.277
792.865	235.104
792.874	241.626
792.878	244.348
792.918	274.293
792.929	282.798
792.952	299.86
792.981	322.609
793.035	365.236
793.054	379.966
793.096	412.142
793.096	412.142
793.113	425.131
793.138	443.533
793.138	443.533
793.156	455.644
793.179	471.791
793.182	473.661
793.2	484.683
793.218	495.706
793.218	495.706
793.235	505.552
793.249	512.935
793.251	514.543
793.265	521.007
793.282	529.627
793.297	535.57
793.312	541.514
793.324	546.126
793.329	547.981
793.343	552.154
793.353	555.266
793.365	558.031
793.374	559.983
793.394	564.01
793.4	564.779
793.422	567.177
793.428	567.743
793.441	568.029
793.455	568.319
793.459	568.085
793.476	566.842
793.491	565.806
793.494	565.356
793.512	562.412
793.524	560.448
793.529	559.01
793.553	552.922
793.559	551.4
793.571	547.352
793.588	541.055
793.603	535.807
793.606	534.506
793.629	523.837
793.647	515.835
793.677	499.537
793.694	490.594
793.696	489.584
793.732	467.236
793.734	466.341
793.746	458.656
793.786	431.963
793.814	412.44
793.841	393.431
793.869	374.171
793.896	354.776
793.918	339.26
793.951	316.144
793.959	311.007
793.961	309.773
793.997	285.297
794.002	282.238
794.014	274.349
794.034	261.601
794.035	261.022
794.051	251.256
794.068	240.846
794.071	239.217
794.087	229.446
794.098	223.284
794.124	209.053
794.126	208.099
794.131	205.236
794.149	196.26
794.153	193.897
794.161	190.147
794.176	183.142
794.176	182.707
794.195	174.024
794.198	172.808
794.204	169.994
794.22	163.163
794.226	160.374
794.232	158.147
794.242	154.065
794.257	147.817
794.259	147.135
794.266	144.577
794.286	137.233
794.287	136.982
794.289	136.312
794.306	130.438
794.307	129.978
794.32	125.842
794.326	123.938
794.328	123.31
794.346	117.864
794.349	117.034
794.351	116.342
794.366	112.219
794.366	112.219
794.382	107.759
794.386	106.84
794.387	106.67
794.406	101.894
794.407	101.557
794.413	100.037
794.426	97.2494
794.428	96.7896
794.441	93.9796
794.446	92.9088
794.449	92.3562
794.466	88.9023
794.469	88.2175
794.475	87.0769
794.482	85.847
794.49	84.4245
794.498	83.0022
794.51	80.9867
794.511	80.806
794.514	80.264
794.53	77.7567
794.531	77.579
794.544	75.6252
794.546	75.3072
794.552	74.5192
794.562	73.1008
794.573	71.694
794.579	70.9126
794.579	70.9126
794.593	69.1112
794.595	68.9728
794.611	67.0489
794.613	66.7763
794.614	66.6544
794.627	65.3146
794.643	63.6234
794.645	63.3836
794.647	63.1439
794.659	62.0727
794.676	60.4819
794.682	59.9516
794.683	59.8567
794.707	57.8876
794.709	57.7018
794.716	57.1444
794.723	56.6452
794.744	55.1601
794.744	55.16
794.751	54.6695
794.765	53.8038
794.778	52.9461
794.785	52.5173
794.797	51.8088
794.806	51.3153
794.813	50.9484
794.827	50.215
794.843	49.3662
794.847	49.1538
794.847	49.1537
794.868	48.206
794.882	47.579
794.889	47.2656
794.889	47.2656
794.916	46.1703
794.92	46.0334
794.935	45.4463
794.951	44.8849
794.962	44.4878
794.98	43.8526
794.982	43.8179
795.008	43.0289
795.013	42.8917
795.044	41.9733
795.049	41.8046
795.054	41.6886
795.079	41.0505
795.105	40.4179
795.117	40.1016
795.118	40.0731
795.155	39.2828
795.18	38.7434
795.193	38.4738
795.196	38.4007
795.231	37.7731
795.256	37.3153
795.293	36.6531
795.307	36.4392
795.332	36.05
795.357	35.6608
795.389	35.1684
795.408	34.9223
795.458	34.2495
795.486	33.8844
795.504	33.6729
795.507	33.6464
795.555	33.0938
795.614	32.4131
795.619	32.3685
795.642	32.1467
795.683	31.7475
795.748	31.1297
795.771	30.91
795.78	30.8328
795.812	30.5626
795.863	30.1399
795.876	30.0386
795.918	29.7361
795.941	29.568
796.01	29.0659
796.014	29.0325
796.046	28.7992
796.097	28.487
796.18	27.9785
796.193	27.8941
796.23	27.669
796.262	27.499
796.345	27.0635
796.377	26.8948
796.414	26.702
796.428	26.6388
796.51	26.2613
796.561	26.0313
796.593	25.885
796.598	25.8642
796.69	25.5072
796.745	25.2938
796.8	25.0805
796.873	24.7969
796.91	24.6775
797.002	24.3798
797.02	24.3203
797.131	23.9642
797.149	23.9051
797.223	23.7063
797.241	23.6566
797.351	23.3593
797.443	23.1122
797.461	23.0628
797.498	22.9642
797.581	22.7784
797.664	22.5931
797.71	22.4902
797.838	22.2027
797.847	22.1822
797.958	21.9729
797.967	21.9555
798.095	21.7118
798.197	21.5208
798.224	21.4774
798.288	21.3764
798.417	21.1744
798.472	21.088
798.546	20.9728
798.711	20.7143
798.729	20.6856
798.84	20.5451
798.877	20.4983
799.042	20.2881
799.207	20.0783
799.281	19.9852
799.373	19.8884
799.575	19.6759
799.621	19.6276
799.832	19.4061
799.869	19.3742
800.016	19.2472
800.09	19.1837
800.31	18.9935
800.457	18.8669
800.531	18.8036
800.567	18.772
800.751	18.6435
800.898	18.5409
800.972	18.4896
801.192	18.3359
801.339	18.2336
801.394	18.1952
801.523	18.1214
801.78	17.974
801.89	17.9109
802.074	17.8057
802.221	17.7217
802.368	17.6531
802.442	17.6189
802.662	17.5161
802.956	17.3793
802.993	17.3622
803.25	17.2426
803.379	17.1829
803.544	17.1205
803.544	17.1205
803.986	16.9545
804.096	16.913
804.353	16.8163
804.537	16.7473
804.647	16.7138
804.721	16.6914
805.088	16.5799
805.382	16.4908
805.456	16.4685
805.823	16.3572
806.117	16.2682
806.154	16.257
806.191	16.2481
806.742	16.1139
806.852	16.0871
807.312	15.9754
807.615	15.9017
807.845	15.8459
807.891	15.8369
808.405	15.7365
808.47	15.724
809.049	15.6111
809.196	15.5825
809.627	15.4983
809.986	15.4286
810.217	15.3836
810.307	15.366
810.798	15.2899
810.828	15.2853
811.438	15.1906
811.632	15.1605
812.049	15.096
812.467	15.0312
812.659	15.0014
813.27	14.9069
813.301	14.9021
813.422	14.8833
814.083	14.7976
814.52	14.741
814.896	14.6922
815.321	14.6372
815.506	14.6131
816.116	14.5342
816.122	14.5334
816.715	14.4567
816.923	14.4298
817.291	14.3822
817.636	14.3377
817.789	14.3179
818.288	14.2535
818.348	14.2458
818.786	14.1893
819.06	14.1541
819.119	14.1465
819.451	14.1038
819.594	14.0854
819.772	14.0625
819.783	14.0611
820.042	14.028
820.216	14.0057
820.239	14.0021
820.318	13.9896
820.503	13.9606
820.55	13.9531
820.687	13.9316
820.862	13.9044
820.872	13.9028
821.057	13.874
821.09	13.8687
821.241	13.8453
821.308	13.8348
821.379	13.8238
821.49	13.8067
821.527	13.8011
821.619	13.7868
821.652	13.7818
821.672	13.7773
821.748	13.7599
821.818	13.7442
821.845	13.7379
821.942	13.716
821.963	13.7112
822.039	13.6942
822.072	13.6867
822.136	13.6725
822.182	13.6623
822.233	13.651
822.263	13.6442
822.297	13.6367
822.345	13.6262
822.362	13.6225
822.427	13.6085
822.427	13.6083
822.489	13.5951
822.492	13.5944
822.541	13.5839
822.55	13.5821
822.585	13.5749
822.591	13.5725
822.612	13.5649
822.624	13.5603
822.653	13.5499
822.657	13.5481
822.69	13.5361
822.693	13.535
822.723	13.5244
822.734	13.5205
822.748	13.5157
822.765	13.5098
822.773	13.5071
822.796	13.4994
822.798	13.4988
822.823	13.4907
822.827	13.4894
822.847	13.4828
822.852	13.4815
822.872	13.4753
822.874	13.4747
822.889	13.4705
822.897	13.4683
822.905	13.4658
822.919	13.4622
822.922	13.4614
822.938	13.4573
822.942	13.4565
822.955	13.4534
822.964	13.4514
822.971	13.4498
822.979	13.4483
822.988	13.4465
822.994	13.4455
823.005	13.4436
823.009	13.443
823.021	13.4412
823.024	13.4408
823.038	13.4392
823.039	13.4391
823.054	13.4377
823.054	13.4377
823.069	13.4369
823.071	13.4368
823.084	13.4366
823.087	13.4366
823.089	13.4366
823.099	13.4353
823.104	13.4346
823.114	13.4337
823.12	13.4332
823.129	13.4329
823.137	13.4326
823.144	13.4328
823.153	13.433
823.158	13.4335
823.17	13.4345
823.173	13.435
823.186	13.4371
823.188	13.4376
823.203	13.441
823.203	13.4412
823.214	13.4444
823.218	13.446
823.225	13.4485
823.233	13.4521
823.236	13.4532
823.248	13.4596
823.253	13.4618
823.263	13.4685
823.269	13.4722
823.278	13.4789
823.286	13.4845
823.293	13.4911
823.302	13.4991
823.308	13.5051
823.319	13.516
823.323	13.5215
823.335	13.5354
823.339	13.5406
823.349	13.5531
823.355	13.5624
823.364	13.5764
823.371	13.5868
823.38	13.6025
823.386	13.6141
823.396	13.6316
823.402	13.6446
823.412	13.664
823.418	13.6783
823.427	13.6998
823.434	13.7156
823.443	13.7392
823.449	13.7566
823.459	13.7826
823.465	13.8015
823.475	13.83
823.481	13.8507
823.49	13.8818
823.497	13.9043
823.506	13.9381
823.512	13.9626
823.522	13.9993
823.528	14.0258
823.538	14.0655
823.544	14.0941
823.553	14.1371
823.56	14.1679
823.568	14.2064
823.569	14.2148
823.575	14.2459
823.585	14.3039
823.596	14.3711
823.605	14.4287
823.617	14.5066
823.624	14.5534
823.638	14.654
823.643	14.6875
823.66	14.8134
823.662	14.8313
823.681	14.9852
823.681	14.9852
823.694	15.0947
823.7	15.1529
823.702	15.176
823.719	15.3379
823.724	15.3869
823.738	15.5337
823.745	15.6119
823.763	15.8118
823.766	15.849
823.787	16.1001
823.788	16.1094
823.794	16.1885
823.812	16.4182
823.813	16.4402
823.838	16.7822
823.842	16.8404
823.864	17.1663
823.87	17.2647
823.895	17.6587
823.898	17.7105
823.933	18.3117
823.936	18.3691
823.974	19.0577
823.976	19.0865
823.99	19.3566
824.031	20.1713
824.032	20.2026
824.084	21.2582
824.147	22.5861
824.152	22.6857
824.182	23.2889
824.199	23.6475
824.204	23.7453
824.245	24.5414
824.246	24.572
824.284	25.2515
824.284	25.2515
824.317	25.7869
824.326	25.9244
824.354	26.3235
824.359	26.3952
824.393	26.8064
824.399	26.8824
824.424	27.1251
824.436	27.2402
824.462	27.4225
824.469	27.4732
824.472	27.4922
824.497	27.5987
824.5	27.6079
824.5	27.608
824.535	27.6746
824.537	27.6774
824.571	27.6545
824.574	27.648
824.6	27.5496
824.603	27.5348
824.629	27.393
824.636	27.3377
824.656	27.1901
824.66	27.1584
824.67	27.054
824.702	26.7273
824.703	26.708
824.739	26.2636
824.739	26.2636
824.739	26.2636
824.771	25.8036
824.78	25.6587
824.784	25.6103
824.828	24.8724
824.834	24.7669
824.864	24.2338
824.905	23.4669
824.916	23.2605
824.954	22.548
824.987	21.901
824.991	21.8086
825.037	20.9463
825.039	20.9165
825.076	20.2342
825.078	20.2058
825.08	20.1787
825.108	19.6835
825.109	19.656
825.138	19.1834
825.139	19.1585
825.168	18.7097
825.169	18.6972
825.193	18.3331
825.199	18.2392
825.218	17.972
825.22	17.9498
825.24	17.6733
825.243	17.6327
825.261	17.4097
825.269	17.3132
825.281	17.1589
825.287	17.0857
825.303	16.9118
825.306	16.8685
825.324	16.6781
825.325	16.6617
825.344	16.4655
825.345	16.4573
825.365	16.2646
825.366	16.2491
825.38	16.1184
825.382	16.1039
825.387	16.0558
825.396	15.985
825.409	15.882
825.412	15.8577
825.423	15.7724
825.428	15.7374
825.437	15.6674
825.443	15.6228
825.451	15.5671
825.459	15.5138
825.465	15.4712
825.475	15.4101
825.48	15.3795
825.491	15.3114
825.494	15.2919
825.506	15.2181
825.508	15.2089
825.513	15.1832
825.522	15.1348
825.527	15.1106
825.538	15.0569
825.541	15.0416
825.554	14.9831
825.555	14.9758
825.569	14.9132
825.569	14.9132
825.584	14.8536
825.585	14.8473
825.598	14.7968
825.601	14.7848
825.612	14.7427
825.615	14.7312
825.626	14.6911
825.628	14.6856
825.64	14.6419
825.64	14.6419
825.653	14.6002
825.654	14.5949
825.659	14.58
825.666	14.5625
825.669	14.5537
825.678	14.5287
825.683	14.5163
825.691	14.4965
825.697	14.4807
825.703	14.4656
825.711	14.4468
825.716	14.436
825.725	14.4145
825.729	14.4077
825.74	14.3838
825.741	14.3805
825.754	14.3544
825.754	14.3544
825.766	14.3295
825.768	14.3264
825.779	14.3055
825.782	14.2995
825.792	14.2824
825.796	14.2738
825.804	14.2601
825.81	14.2491
825.817	14.2406
825.826	14.2278
825.829	14.2237
825.842	14.2075
825.842	14.2075
825.854	14.1921
825.858	14.1882
825.867	14.1772
825.873	14.1699
825.88	14.1628
825.889	14.1523
825.892	14.1489
825.905	14.1355
825.905	14.1355
825.917	14.1226
825.921	14.1194
825.93	14.1101
825.936	14.1039
825.949	14.092
825.952	14.089
825.968	14.0745
825.968	14.0745
825.984	14.0606
825.987	14.0579
825.999	14.047
826.006	14.0418
826.015	14.0338
826.02	14.0297
826.031	14.021
826.037	14.0163
826.047	14.0085
826.053	14.0032
826.062	13.9962
826.07	13.992
826.078	13.9873
826.086	13.9827
826.094	13.9786
826.11	13.9701
826.111	13.9693
826.133	13.9577
826.136	13.9563
826.157	13.9456
826.161	13.9437
826.181	13.9338
826.186	13.9313
826.204	13.9223
826.21	13.9193
826.228	13.9109
826.244	13.9035
826.251	13.8998
826.277	13.888
826.283	13.8851
826.31	13.8728
826.314	13.8706
826.343	13.8617
826.352	13.8587
826.39	13.8469
826.392	13.8462
826.44	13.8315
826.442	13.831
826.491	13.8163
826.508	13.8111
826.541	13.8012
826.573	13.7916
826.617	13.7787
826.638	13.7725
826.692	13.7565
826.735	13.7441
826.768	13.7344
826.818	13.7197
826.832	13.7158
826.919	13.6905
826.929	13.6878
827.02	13.6614
827.058	13.6505
827.121	13.6324
827.187	13.6186
827.238	13.6079
827.316	13.5915
827.355	13.5835
827.51	13.5511
827.51	13.551
827.66	13.5201
827.666	13.5187
827.822	13.4865
827.83	13.4848
827.978	13.4543
828.087	13.432
828.134	13.4223
828.343	13.3795
828.368	13.3743
828.599	13.3271
828.627	13.3212
828.655	13.3154
828.911	13.2633
828.94	13.2574
829.138	13.217
829.326	13.1788
829.365	13.1708
829.592	13.1246
829.711	13.1005
829.82	13.0786
830.047	13.0326
830.097	13.0224
830.274	12.9866
830.483	12.9445
830.496	12.9418
830.632	12.9144
830.714	12.8935
830.931	12.838
830.997	12.8213
831.069	12.8029
831.149	12.7826
831.367	12.7272
831.45	12.7061
831.584	12.672
831.802	12.617
831.831	12.6097
831.896	12.5932
832.02	12.5539
832.208	12.494
832.212	12.4929
832.368	12.4435
832.498	12.4025
832.527	12.393
832.593	12.3725
832.687	12.3354
832.752	12.3098
832.847	12.2729
833.006	12.2105
833.072	12.1851
833.166	12.1484
833.289	12.1006
833.311	12.0897
833.325	12.0825
833.463	12.0143
833.55	11.9713
833.579	11.957
833.695	11.8999
833.79	11.8537
833.812	11.843
833.87	11.8147
833.928	11.7788
833.993	11.7385
834.044	11.7072
834.16	11.636
834.178	11.6249
834.276	11.5651
834.305	11.5475
834.363	11.5041
834.377	11.4932
834.464	11.4285
834.486	11.4123
834.552	11.364
834.61	11.3212
834.624	11.3105
834.639	11.2973
834.726	11.2183
834.733	11.2117
834.813	11.1397
834.856	11.1007
834.9	11.0616
834.965	11.0035
834.972	10.997
834.987	10.981
835.063	10.8973
835.074	10.8854
835.128	10.826
835.183	10.767
835.194	10.7552
835.219	10.7279
835.255	10.6805
835.259	10.6758
835.324	10.5911
835.328	10.5864
835.389	10.5071
835.4	10.4933
835.437	10.4471
835.455	10.4187
